Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Marca_Cod,Material_Cod,Temporada_Cod,Marca_Freq,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Material_Freq
Conjunto Short Saia Evasê + Blusa Roupa Fitness Evangélica,4.7,114.0,14.0,Abs Fitness,Sulpex/Poliamida/Dryfit,Feminino,Não Definido,Muito bom. Gostei. Tam certinho.,Recomendo.,"Perfeito tamanho correto tenho 1,58 peso 54 kl ,comprei o p.
Tecido bom não é grosso nem fininho.
A cor igual do anúncio, podem comprar.",500,149.97,7,149,1,0.0004547521600727,0.888888888888889,0.012559215599867796,0.21212121212121213,0.23718495276423043,0.0005672149744753262
Short Jeans Feminino Cintura Alta Sem Lycra Shorts Destroyed,4.6,0.0,10.0,Stillger,Algodão,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,4,49.91,736,25,7,0.0327421555252387,0.8518518518518517,0.0,0.15151515151515152,0.06655639302888715,0.1820760068065797
Kit Conjunto Infantil Do Barcelona Da Cruz Do 06 Ao 14,4.6,0.0,0.0,Nl Modas,Indeterminado,Masculino,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,79.9,571,178,1,0.0009095043201455,0.8518518518518517,0.0,0.0,0.11769721360117325,0.3828701077708451
Calça Pantalona Wide Leg Duna Moda Tendência Verão Feminina,4.4,62.0,0.0,Pantalona,Duna; Flare Bolsos Cós Largo Duna; Calça Wide Leg,Feminino,Primavera/Verão,"Gostei bastante.
Tem um caimento bom.
E um pano q não amassa fácil.","Comprei tamanho g, por vestir 44. Ficou grande no comprimento por ser pequininha. Mas a costureira fez a barra e tudo certo. Uma foto vale mais que mil palavras.","Adorei a calça, é muito bonita. O tamanho veio adequado, tecido bom, igual ao descrito na propaganda.",100,68.9,591,61,7,0.0004547521600727,0.777777777777778,0.006830450589401784,0.0,0.09893932676238874,0.0005672149744753262
Calcinha Tapa Fralda Em Algodão Lisa Kit Com 3 Peças Bebê,4.6,0.0,0.0,Mm Mary Baby,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,50,34.9,526,178,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.04096040380614577,0.3828701077708451
Bermuda Térmica Adams Ii - Masculina,4.6,0.0,0.0,Adams,Elastano,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,36.99,12,62,3,0.0004547521600727,0.8518518518518517,0.0,0.0,0.044524402305514826,0.005672149744753261
Roupa Térmica Conjunto Peluciado Infantil Criança+meia+luva,4.8,67.0,5.0,Zero Grau,Indeterminado,Sem Gênero,Não Definido,Amei o produto é excelente. Qualidade ótima. Meu filho ficou muito confortável e realmente não sentiu muito frio.,"Produto muito bom. A meia veio grande demais para uma criança, mas é de excelente qualidade. Tamanhos bons.","Produto de excelente qualidade material bem grosso.
Porém a blusa e forma bem grande e a calça deveria ser com as pernas mais longas.",500,78.03,835,178,1,0.0009095043201455,0.9259259259259259,0.007381293378869671,0.07575757575757576,0.11450837283857987,0.3828701077708451
Conjunto Blusa Meia Malha E Capri Cotton Fakini- Tam 12 E 14,4.6,0.0,0.0,Fakini,Indeterminado,Meninas,Não Definido,Sem comentários,Sem comentários,Sem comentários,1,56.76,287,178,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.07823744074213021,0.3828701077708451
Calça Segunda Pele Térmica Masculina Frio Intenso 250g,5.0,4.0,0.0,Roupas Térmicas,Micro Poléster Com Elastano,Masculino,Outono/Inverno,Excelente superou minha expectativa.,Sem comentários,Sem comentários,50,76.87,674,100,3,0.001819008640291,0.9999999999999999,0.00044067423157430867,0.0,0.11253026840830804,0.0005672149744753262
Bermuda De Moletom Masculina Oxer Recortada Com Bolso,4.6,0.0,0.0,Oxer,Algodão,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,2,61.99,588,25,3,0.001819008640291,0.8518518518518517,0.0,0.0,0.0871559633027523,0.1820760068065797
Adulto - Escultura 3d Mão De Um Adulto,4.6,0.0,0.0,Eternize,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,25,109.7,275,178,1,0.0013642564802182,0.8518518518518517,0.0,0.0,0.1685140343098803,0.3828701077708451
Kit De Ballet Juvenil Completa 7 Itens,4.6,0.0,0.0,Gran Ballet,Indeterminado,Feminino,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,174.91,340,178,1,0.0104592996816734,0.8518518518518517,0.0,0.0,0.2797141980150745,0.3828701077708451
Roupa Chef De Cozinha Dolmã Feminina Manga Curta Oxford,4.5,51.0,6.0,M L Freitas Confecções,Poliéster,Sem Gênero,Não Definido,Eu amei! quero de outras cores.,Ótimo produto amei!!!.,"É linda tecido muito bom, comprei g pra mim ficaria confortável pois uso m , mas o g ficou pequeno não serviu, triste.",100,64.09,467,122,1,0.0013642564802182,0.8148148148148148,0.005618596452572435,0.09090909090909091,0.09073701442652025,0.12592172433352242
5 Bermudas Fitness Feminina Tapa Bumbum Roupas Academia B05,4.5,6.0,11.0,Própria,Poliéster,Feminino,Primavera/Verão,"Ótimo produto malha muito boa.
Recomendo e vou comprar mais comprei a g de deu certinho.",Produto de ótima qualidade recomendado.,Pra um gg ficou bem apertado e transparente mas ok.,25,149.41,633,122,7,0.0100045475216007,0.8148148148148148,0.000661011347361463,0.16666666666666669,0.2362300057978923,0.12592172433352242
Kit 3 Calça Jogger Ribana Feminina Para Academia Moda Fit,3.8,165.0,5.0,Ems Textil,"Algodão, Calca Moletom",Feminino,Outono/Inverno,"O tecido é de qualidade não encolhe depois da lavagem,só achei a forma pequena uso g e pedi gg para ficar folgada mas não ficou.","O produto nao é de moleton, as cores sao nao possivel de escolher e de 3 calcas um delas apesar da etiqueta esta do tamanho solicitado, ela é claramente menor do que o indicado na etiqueta. O cordao tb é curto e facilmente se perde dentro da peça.",Se não fosse o fato de não poder escolher as cores eu diria que produto x preço talvez seja uma das melhores experiências de compra. Uma delas já lavei coloquei na secadora - ficou igual.,1000,133.62,264,35,3,0.0004547521600727,0.5555555555555555,0.018177812052440234,0.07575757575757576,0.20930391187203712,0.0005672149744753262
Lote 8 Peças Roupa Infantil Menina Feminino Atacado Verão,4.0,6.0,12.0,Dino Kids,Indeterminado,Meninas,Não Definido,O que eu não gostei foi que não veio nenhuma das que tinha no anúncio.,Eu gostei são tudo lindos.,Sem comentários,50,119.51,233,178,1,0.0004547521600727,0.6296296296296297,0.000661011347361463,0.18181818181818182,0.1852426588451963,0.3828701077708451
Short Jeans Lança Perfume Comfort H Ve24 Azul Feminino,4.6,0.0,0.0,Lança Perfume,Algodão,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,1,345.56,426,25,7,0.0004547521600727,0.8518518518518517,0.0,0.0,0.5707172333822176,0.1820760068065797
Conjunto Mauricinho Patrulha Festa Aniversario,4.6,0.0,0.0,Leãozinho Kids,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,2,60.99,437,178,1,0.001819008640291,0.8518518518518517,0.0,0.0,0.0854507008628628,0.3828701077708451
Calça Branca Enfermagem Plus Size Feminina Com Elastano,4.6,0.0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,25,55.43,736,25,3,0.0327421555252387,0.8518518518518517,0.0,0.0,0.07596944169707719,0.1820760068065797
Fita Dupla Face Adesiva Para Corpo E Roupas 3 Metros,4.7,6.0,0.0,Não Definido,Indeterminado,Sem Gênero,Não Definido,Muito bom ! prende muito bem na pele e na roupa !.,"Gostei muito, fixa bem na pele.",Sem comentários,100,42.99,575,178,1,0.0104592996816734,0.888888888888889,0.000661011347361463,0.0,0.05475597694485182,0.3828701077708451
Shorts Saia Jeans Plus Size Com Detalhes E Lycra,4.6,141.0,8.0,Menina Linda,Algodão,Feminino,Primavera/Verão,"Eu uso 46, comprei 48 e ficou certinha portanto comprem um número maior! e se quiser larga comprem até 2 números maior, eu amei demais a saia fica linda e tem lycra então ela se ajusta ao corpo, gostei bastante.",Coube perfeitamente e super confortável.,"É bonito e veste bem, porém a saia poderia ser mais comprida, pois fica mostrando a barra do shorts. Visto 42, mas comprei 44 pra ficar mais confortável.",1000,66.63,509,25,7,0.0100045475216007,0.8518518518518517,0.01553376666299438,0.12121212121212122,0.09506838102383956,0.1820760068065797
Conjunto De Ração Branca Feminina 5 Peças Tobi Loba Roupas.,4.3,16.0,0.0,Tobi Loba Roupas,Indeterminado,Feminino,Não Definido,Muito obrigado deus abençoe muito axé 🦋🦋❤️.,Show.,Roupa ótima.,100,174.9,768,178,1,0.001819008640291,0.7407407407407406,0.0017626969262972347,0.0,0.27969714539067564,0.3828701077708451
Top Fitness Academia Franzido Costa Aberta Marquinha Biquíni,4.5,97.0,0.0,Lovy,Suplex,Feminino,Não Definido,"Eu tenho pouco peito, mas as costas largar, tenho 1,60 e 70 kilos. O g ficou perfeito, o m ficou bom, mas um pouco justo. Mas o top é maravilhoso, o tecido é de biquíni e se adapta super bem no corpo.","O acabamento não é muito bom, o viés que passa embaixo do braço e frouxo então não modela direito o peito.",Perfeito.,1000,29.9,456,151,1,0.0004547521600727,0.8148148148148148,0.010686350115676986,0.0,0.03243409160669827,0.010777084515031198
Conjunto Infantil Short Saia E Blusa Menina Roupa De Criança,4.0,3.0,0.0,Umb,Samaflex,Meninas,Outono/Inverno,O conjunto foi devolvido pois não serviu e o tecido é muito fino.,Adorei o conjunto mas lindo amei obrigada recomendo irei comprar novamente valeu a pena comprar.,Sem comentários,25,39.98,786,137,3,0.0004547521600727,0.6296296296296297,0.0003305056736807315,0.0,0.049623137000784426,0.0005672149744753262
Calça Slouchy Myft Cintura Alta Av23 Preto Feminino,4.6,0.0,0.0,My Favorite,Tecido,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,1,234.44,554,157,7,0.0009095043201455,0.8518518518518517,0.0,0.0,0.3812284710616964,0.005104934770277935
Macacão Bebe Roupa Minions Body Festa Infantil Fantasia Luxo,4.6,0.0,0.0,Panda Baby,Indeterminado,Bebês,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,69.99,590,178,7,0.0009095043201455,0.8518518518518517,0.0,0.0,0.10079806282186829,0.3828701077708451
Conjuntos Feminino Academia Kit 4 Roupas Fitness Promoção,4.7,3.0,0.0,Moda Presente,Suplex Poliéster,Feminino,Não Definido,Top.,Otima.,Sem comentários,5,109.9,529,154,1,0.0004547521600727,0.888888888888889,0.0003305056736807315,0.0,0.1688550867978582,0.003403289846851957
Kit Com 5 Bermudas Feminina Gorgurão Plus Size 36 Ao 60,4.6,0.0,0.0,Multimarcas,Gorgurinho,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,1,149.9,543,68,7,0.0118235561618917,0.8518518518518517,0.0,0.0,0.2370655843934382,0.0017016449234259785
Sacos Para Sapatos  Roupas  Bolsas Em Tnt 40 X 30cm - 100 Un,4.6,0.0,0.0,Bazar De Praia,Indeterminado,Sem Gênero,Não Definido,Sem comentários,Sem comentários,Sem comentários,1,239.9,109,178,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.39053920398349307,0.3828701077708451
Kit 10 Peças Roupa Infantil Masculina 5 Camiseta + 5 Bermuda,4.5,641.0,9.0,Ameixakids,Indeterminado,Meninos,Não Definido,"Produtos perfeito , tecido maravilhoso , meu filho amou , superou minhas expectativas.
Parabens.","Amei, ficou perfeito, ele tem 1 ano e 9 meses, pedi de 4 anos a roupa, ficou um pouco grande, mas é bom que não perde tão rápido.",Muito bom.,1000,135.64,31,178,1,0.0009095043201455,0.8148148148148148,0.07061804560978296,0.13636363636363635,0.21274854200061388,0.3828701077708451
Short Jeans Plus Size Feminino Cintura Alta Com Lycra Shorts,4.6,0.0,6.0,Stillger,Algodão,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,2,72.61,736,25,7,0.0327421555252387,0.8518518518518517,0.0,0.09090909090909091,0.10526585041437878,0.1820760068065797
Conjunto Tematico Arca De Noe Completo Menino,4.6,0.0,0.0,Não Definido,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,89.99,575,178,1,0.0104592996816734,0.8518518518518517,0.0,0.0,0.13490331161965827,0.3828701077708451
Calça Moletom Masculina Flanelada Sem Punho Malwee,5.0,8.0,13.0,Malwee,Algodão,Masculino,Outono/Inverno,Ótimo produto.,Gostei muito do produto.,Malwee é ótima como sempre!.,25,139.79,479,25,3,0.0031832651205093,0.9999999999999999,0.0008813484631486173,0.19696969696969696,0.21982538112615532,0.1820760068065797
Bermuda De Moletom Puma Essentials 10 - Masculina,4.6,0.0,26.0,Puma,Algodão,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,3,149.99,636,25,3,0.001819008640291,0.8518518518518517,0.0,0.3939393939393939,0.23721905801302826,0.1820760068065797
Top Fitness Feminino Roupas Para Academia Ginástica Suplex,4.7,7.0,27.0,Não Definido,Indeterminado,Feminino,Não Definido,"Tecido bom, não fica transparente.","Material de ótima qualidade e costura muito boa, serviu certinho.","Tamanho certinho, gostei bastante mas o tecido pinica um pouco e algumas costuras estão tortas e sobrepostas. Mas o custo benefício é bom sim, recomendo.",100,28.09,575,178,1,0.0104592996816734,0.888888888888889,0.0007711799052550402,0.4090909090909091,0.029347566590498277,0.3828701077708451
3000 Lacres De Autenticidade Pendurar Tag Etiqueta Em Roupas,4.7,16.0,10.0,Universo Textil,Indeterminado,Sem Gênero,Não Definido,Ele não lacra. Ele fecha mas a pessoa consegue abrir para roupas de loja preciso de que fique impossível abrir o lacre. Não gostei.,Maravilhoso adorei super recomendo muito.,"Pratico e boa qualidade ,indico.",1000,174.04,789,178,1,0.001819008640291,0.888888888888889,0.0017626969262972347,0.15151515151515152,0.2782306196923706,0.3828701077708451
Cabide Infantil Azul Reforçado 8mm - 25 Unidades,5.0,3.0,0.0,Amilplast,Indeterminado,Bebês,Não Definido,Produto bem resistente. Qualidade melhor do que imaginava. Fiz até uma nova compra de mais.,Súper recomendó excelente.,Sem comentários,50,31.9,33,178,1,0.0022737608003638,0.9999999999999999,0.0003305056736807315,0.0,0.03584461648647727,0.3828701077708451
Bermuda Masculino Com Bolsos Short Cargo Roupas Masculinas,4.7,7.0,0.0,Fdm,Algodão,Masculino,Primavera/Verão,Ótimo produto.,"É com muita satisfação que venho deixar minha opinião.
Comprei duas e são perfeitas , vestem muito bem. A verde é linda a cor.","Corresponde a expectativa, tem cara de coisa boa. Resistente.",5,52.9,294,25,7,0.0004547521600727,0.888888888888889,0.0007711799052550402,0.0,0.07165512772415675,0.1820760068065797
Calça Esportiva Forrada Microfibra Tactel Adulto Plus Size,4.6,0.0,0.0,Parolli,Poliéster,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,25,55.94,596,122,3,0.0031832651205093,0.8518518518518517,0.0,0.0,0.07683912554142083,0.12592172433352242
Kit 10 Cuecas Box Lupo Algodão Boxer Masculina Cotton Com Nf,4.5,795.0,44.0,Lupo,Algodão Cotton,Masculino,Primavera-Verão - Outono-Inverno,"Visualmente falando, as cuecas são bonitas e demonstram ter qualidade. Entretanto, com o decorrer do uso, nota-se que a qualidade do referido produto caiu bastante (ou então não é original), o que é lamentável. Em pouco tempo, as cuecas se rasgaram na parte interna da coxa, devido ao atrito das coxas, fato que em outras épocas não acontecia.","Assim, como outros comentários e avaliações, a perna ou na coxa é bem justo mesmo, aí peguei a g e ficou bom na perna mas o elástico da cintura ficou levemente folgado, e o elástico é estreito,o que me preocupa com mais tempo fé uso, mas as cuecas são boas, talvez o molde da peça não seja compatível com o desenho do meu corpo.","Comprei anteriormente por duas vezes, ou seja, fiz uma recompra por acha-lo satisfatório e por último comprei para o meu filho, sendo assim, o mesmo produto foi comprado por três vezes. Excelente.",10000,317.9,463,30,5,0.0422919508867667,0.8148148148148148,0.08758400352539385,0.6666666666666667,0.523549674294874,0.0045377197958026095
6 Máscara Lupo De Proteção Dupla Reutilizável Antimicrobiana,4.8,258.0,20.0,Lupo,Indeterminado,Sem Gênero,Não Definido,Maravilhosas!!!! testei varias mascaras e essas foram as que mais valeram a pena.,"Comprei das brancas. São de um tom mais para o branco gelo e originais. Depois das máscaras descartáveis é a melhor que há quando se leva em conta o ajuste ao rosto, conforto, e segurança. Bem leve, não incomoda na orelha e não fica saindo quando fala, excelente produto!.","Boa máscara, não machuca a orelha, não fica com mau cheiro e é bem confortável, tanto para rostos mais largos, quanto mais finos.",1000,99.99,463,178,1,0.0422919508867667,0.9259259259259259,0.02842348793654291,0.30303030303030304,0.15195593601855326,0.3828701077708451
Kit 3 Short Jeans Cintura Alta Levanta Bumbum Destroyed,4.6,68.0,10.0,Menina Linda,Algodão,Feminino,Primavera/Verão,Amei fica super confortável voltarei pra comprar mais uso 40 comprei 42 ficou ótimo não fica muito curto nota 10.,Dois no tamanho certo e um na numeração errada muito pequeno. Olias o mais bonito pequeno.,"Vieram quase perfeito, 2 deles vieram ótimos, só 1 deles que veio largo, na cor claro, parece até que era outro número. Fora isso tá ok. A qualidade do tecido é ótima, os tons tbm 💜.",100,129.91,509,25,7,0.0100045475216007,0.8518518518518517,0.007491461936763247,0.15151515151515152,0.20297738822004707,0.1820760068065797
Roupa Terno Infantil Menino Batizado Casamento Pajem Festa,4.8,74.0,13.0,Nz Kids,Algodão,Menino,Não Definido,"Comprei para meus dois filhos,o tamanho 8 ficou bom,mas o 16 é pequeno,meu filho tem 12 anos comprei o 16 na intenção de ficar maior um pouco o batismo será em junho ,vou ter que comprar outra calça separada pois essa é impossível ele usar.",Sem comentários,"Eu amei. Ficou perfeita. Mas eu errei um pouco no tamanho. Pois meu sobrinho tem 08 anos e comprei tamanho 12, com medo óbvio de ficar pequena demais, mas ficou muito grande, então eu indico 08 anos comprar tamanho 10 que vai dar certinho 😍 mas muito bom material excelente estou apaixonada 🥰.",100,169.81,574,25,1,0.0013642564802182,0.9259259259259259,0.00815247328412471,0.19696969696969696,0.2710173595716381,0.1820760068065797
Kit Body Bore Bori  Menino Menina Procurando Nemo Touca,4.6,0.0,0.0,Gsp Kids,Indeterminado,Bebês,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,35.2,345,178,3,0.0022737608003638,0.8518518518518517,0.0,0.0,0.041471982538112614,0.3828701077708451
Kit 2 Roupa Jeans Feminino  Cintura Alta Com Lycra,5.0,4.0,0.0,Mr Jeans,Jean,Feminino,Primavera/Verão,"Eu comprei uma numeração menor errada. Ficou justa, mas dá para usar. É lindo e confortável.",Sem comentários,Sem comentários,25,99.9,540,74,7,0.0086402910413824,0.9999999999999999,0.00044067423157430867,0.0,0.15180246239896322,0.021554169030062395
Capa Protetora Transparente Para Mala De Viagem Tam. Extra G,4.6,0.0,0.0,S/M.,Indeterminado,Sem Gênero,Não Definido,Sem comentários,Sem comentários,Sem comentários,25,44.72,684,178,1,0.001819008640291,0.8518518518518517,0.0,0.0,0.05770608096586065,0.3828701077708451
Kit 4 Cuecas Boxer Box Microfibra Básica Casual Premium,5.0,1.0,0.0,K Thor,Microfibra,Masculino,Não Definido,Veio as 4 da mesma cor poderia se cores diferentes.,Sem comentários,Sem comentários,5,33.09,398,101,1,0.0004547521600727,0.9999999999999999,0.00011016855789357717,0.0,0.037873878789945775,0.030062393647192286
Calça Jeans Plus Size Feminina Preta Cintura Alta Com Lycra,4.6,0.0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,62.36,736,25,3,0.0327421555252387,0.8518518518518517,0.0,0.0,0.08778691040551141,0.1820760068065797
Roupas Femininas Shorts Jeans Cós Alto - Kit 2,4.7,7.0,0.0,Mr Jeans,Jean,Feminino,Primavera/Verão,"Confortável,qualidade muito boa.","Gostei muito, veio como o esperado.",Produto de boa qualidade veste super bem amei.,100,109.8,540,74,7,0.0086402910413824,0.888888888888889,0.0007711799052550402,0.0,0.16868456055386924,0.021554169030062395
Body + Saia + Laço Chuva De Benção Roupa De Bebe Mesversário,4.8,60.0,15.0,Laura Chic Baby,Indeterminado,Bebês,Primavera/Verão,Produto excelente comparei novamente os seguintes meses.,As meias não acompanha o conjunto.,"Produto de ótima qualidade, amei.",500,52.83,431,178,7,0.0031832651205093,0.9259259259259259,0.00661011347361463,0.2272727272727273,0.07153575935336448,0.3828701077708451
3 Pijamas Infantis Feminino Verão Roupa De Dormir Algodão,4.8,5.0,0.0,Isikids,Meia Malha,Meninas,Primavera/Verão,"Ficou maravilhoso, minha neta adorou não sei se vai encolher pq ainda não lavei. Mas e maravilhoso.",Sem comentários,Sem comentários,50,86.16,378,98,7,0.0004547521600727,0.9259259259259259,0.0005508427894678859,0.0,0.12837215647488148,0.0005672149744753262
Bermuda California Prime Elástico Cargo Militar,4.6,0.0,0.0,California Prime,Algodão,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,3,149.99,158,25,3,0.0004547521600727,0.8518518518518517,0.0,0.0,0.23721905801302826,0.1820760068065797
Calça Social Plus Size Feminina Roupa 50 Ao 54,4.5,91.0,16.0,Annalu Uniformes,Two Way Bi Elastic,Feminino,Outono/Inverno,"Levei em consideração o tamanho da tabela e ficou grande, tive que devolver e peguei no tamanho que eu uso e ficou perfeita! tecido bom, fino mas nada transparente. Recomendo o produto.
Compre do tamanho que você usa e não pela tabela.","A calça ficou do tamanho certo, mas as costuras não são reforçadas, a costura do ziper abriu logo nas primeiras vezes que usei. Em todas as calças. Precisa melhorar este detalhe.","Eu gostei muito do tecido,a única parte negativa e que deixou a desejar foram os bolsos da calça que não tinha, como estava na ilustração.",1000,69.54,47,172,3,0.0004547521600727,0.8148148148148148,0.010025338768315522,0.24242424242424243,0.10003069472391803,0.0005672149744753262
"Termocolante D Time Paris Saint Germain Com 12, Time Futebol",4.6,0.0,6.0,Lika Loka,Indeterminado,Sem Gênero,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,29.19,441,178,1,0.003638017280582,0.8518518518518517,0.0,0.09090909090909091,0.031223355274376727,0.3828701077708451
Kit 20 Peças Roupa Infantil Menino =10 Camisetas + 10 Shorts,4.5,900.0,9.0,Imperio Kids,Indeterminado,Meninos,Não Definido,Eu fui surpreendida pela qualidade do produto confesso q não esperava tanta qualidade por um preço tão acessível por cada peça q paguei compraria mil vzs e indicaria mil vezes tbm pois valeu super apena cada peça linda e tecido 100%algodão. Enfim amei tuudo.,Pedi o kit e so veio 9 conjunto de short e camiseta ai eles falou que ia mandar o que faltou e nao mandaram ate agora e quando eu mando mensagem perguntando eles nem responde.,O produto é muito bom achei perfeito se sua criança não for gordinha pode pega o tamanho da idade msm pq meu filho tem 4 anos e o 6 anos ficou grande daí fui e comprei 4 e deu certo pq ele tava precisando pra usa agora a 6 ele só vai usa bem mais pra frente.,5000,211.01,364,178,1,0.0086402910413824,0.8148148148148148,0.09915170210421945,0.13636363636363635,0.3412741720950854,0.3828701077708451
Bermuda Infantil Jeans Masculino Roupa Short Menino,4.8,22.0,0.0,Nacional,Jeans,Meninos,Primavera/Verão,"Gostei bastante, é um jeans grosso e de otima qualidade, e eu nem sabia que estava incluso cinto, entao superou as minhas expectativas.","É perfeito ,ficou certinho.",Só a cor se mostra mais escura q a foto.,100,44.99,557,75,7,0.003638017280582,0.9259259259259259,0.002423708273658698,0.0,0.05816650182463082,0.030062393647192286
Body Bebê Estampado + Calça Kit C/12 Pçs Roupa Bebê Atacado,5.0,22.0,0.0,A Sorriso Baby Confecções Ltda,Indeterminado,Bebês,Não Definido,"Gente eu amei, maravilhosas, tecido ótimo, preço justo, só uma dica não comprem p comprem m, achei o p tão pequeno kk, mas eu tbem não tinha noção.",Gostei.,"Produto de muita qualidade, vale muito a pena, comprarei mais.",100,147.48,2,178,1,0.0004547521600727,0.9999999999999999,0.002423708273658698,0.0,0.23293884928890554,0.3828701077708451
Calça Jeans Masculina Atacado Sarja Slim Fit Skinny Lycra,3.6,21.0,0.0,Rebeldecat,Jeans,Masculino,Primavera/Verão,Linda a calça satisfeita.,Não lavei ainda.,"Calça e até boa, não perdeu a cor de primeira lavagem, porém os bolso tudo rasgado.",100,49.97,649,75,7,0.001819008640291,0.4814814814814815,0.0023135397157651207,0.0,0.06665870877528052,0.030062393647192286
Conjunto Feminino Branco 3pçs Luxo Umbanda Candomblé Orixá,5.0,6.0,0.0,Fenix Roupas Afro Religiosas,Indeterminado,Feminino,Não Definido,"Deu de presente, ficou excelente e confortável.",Eu achei uma perfeição.,Adorei superou minhas expectativas.,25,159.9,296,178,1,0.0027285129604365,0.9999999999999999,0.000661011347361463,0.0,0.25411820879233316,0.3828701077708451
Bermuda Fitness Tapa Bumbum Roupa Feminina Academia Revenda,4.6,0.0,45.0,Própria,Poliéster,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,52.09,633,122,7,0.0100045475216007,0.8518518518518517,0.0,0.6818181818181819,0.07027386514784627,0.12592172433352242
Kit Com 4 Cueca Box Zorba Algodão - Boxer Sem Costura 781,4.7,215.0,25.0,Zorba,Algodão,Masculino,Primavera-Verão Outono-Inverno,"Ótimo produto, comprei 4 vezes já.","Produtos conforme anunciados e fotos! tecidos macios, que não machucam. Não desbotou e não encolheu com as lavagens! recomendo.","Produto de excelente qualidade, não encolhe, não desbota. Super confortável, meu marido e meu filho amaram, vou comprar mais com certeza.",1000,105.99,838,25,6,0.0090950432014552,0.888888888888889,0.02368623994711909,0.3787878787878788,0.16218751065789025,0.1820760068065797
Kit 8 Pçs Roupa Infantil 4 Conjunto Menino De Frio Atacado,4.4,140.0,16.0,Produto Nacional,Indeterminado,Meninos,Não Definido,"Meu filho de 2 ano e 6 meses pedi o número 6 já para não ter problema, mas mesmo assim as camisas não passa na cabeça de tão apertada que é, as calças do mesmo jeito muito apertada no comprimento tá bom mas a largura é péssima e o tecidos até que é bom.",Excelente.,"Amei , tudo lindo meu filho ficou lindão. Recomendo top de mais qualidade excelente.",500,159.31,628,178,1,0.001819008640291,0.777777777777778,0.015423598105100803,0.24242424242424243,0.2531121039527983,0.3828701077708451
Kit 2 Bermudas Plus Size Costura Reforçada Academia Verão,4.5,2.0,0.0,Bermuda Shorts Fitness Atacado,Poliéster,Feminino,Primavera/Verão,"Tecido bom custo benefício bom tudo ok a única observação é em relação ao tamanho ,ñ são pequenas mas pelo fato de ser pluz tamanho especial poderia ser um. Pouquinho maior nas nernas quanto a lavagem ainda ñ lavei ñ posso afirmar se desbotar ou encolhe mas pelo que parece o tecido é de boa qualidade acredito que ñ desbite nem escolha.
Obs: ficaria ainda melhor se tivesse elastico na cintura pra ajustar e evitar dever ou enrolar ao sentar nota 9. 8.",Sem comentários,Sem comentários,5,48.4,120,122,7,0.0004547521600727,0.8148148148148148,0.00022033711578715433,0.0,0.063981446744654,0.12592172433352242
Luvinhas Recém Nascido Kit Com 6 Pares Enxoval Para Bebês,4.8,25.0,11.0,Tete Baby,Indeterminado,Bebês,Não Definido,"O capricho com a venda é sem palavras! ganhei junto uma cartinha e um cheirinho pra colocar no guardar-roupa que eu amei.
Sobre o produto, é de ótima qualidade, o tecido bem quentinho, um pouco maior do que imaginei medindo as luvas que ele tem em casa de rn, e que já estão justas ou pequenas, mas já da pra ele usá-las agora de qualquer forma, com 4 meses e vai usar ainda por mais tempo. Então, foi positivo serem de formato maior porque no punho fica bem firme e mãozinha cabe sobrando um pouquinho.
Obrigada, excelente!.",Amei. 😍😍.,Lindos e ficou perfeito amei super recomendo.,100,31.59,754,178,1,0.0013642564802182,0.9259259259259259,0.0027542139473394293,0.16666666666666669,0.03531598513011153,0.3828701077708451
