Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Marca_Cod,Material_Cod,Temporada_Cod,Marca_Freq,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Material_Freq
Kit Com 6 Cuecas Algodão Marca Mash - Box Masculina Cotton,4.7,93.0,21.0,Mash,Algodão,Masculino,Primavera-Verão Outono-Inverno,"Produto não é igual a foto, e as cores vieram erradas mesmo escolhendo as cores, a foto mostra um modelo de apenas escrito mash, o modelo que veio para mim tem uma linha entorno da cintura inteira junto ao nome da marca mash, vi os dois modelos em loja física escolhi um e veio outro, a qualidade é boa perfeita.","As cuecas são de boa qualidades, o tecido e muito bom, só duas depois que eu lavei descusturou o fundo!.",O pano nao bom e nas pernas e muito peque.,500,149.49,494,25,6,0.0109140518417462,0.888888888888889,0.010245675884102676,0.3181818181818182,0.23636642679308348,0.1820760068065797
Kit 2 Calças Flare Jeans Feminina Cintura Alta Plus Size,4.9,28.0,0.0,Fofinha Modas,Algodão,Feminino,Não Definido,"As calças são ótimas e lindas, único problema é que veio uma maior que a outra, dei de presente e a pessoa amou, mas ela vai ter que arrumar uma pq veio muito grande. No mais eu adorei o produto.",Ótima qualidade ficou perfeita.,"Gostei bastante das calça, eu uso 48 mas comprei 50, ficou perfeita, amei, só a barra que vou ter que fazer, porque sou pequena rsrs, mas as calças são de qualidade.",100,179.77,307,25,1,0.0004547521600727,0.9629629629629631,0.0030847196210201607,0.0,0.2880017734729375,0.1820760068065797
Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.3,4.0,0.0,Multimarcas,Nylon,Sem Gênero,Não Definido,Até o momento ótimo custo benefício.,"O produto em si apresenta um excelente custo benefício, por serem 6 bolsas, mas não espere um material resistente, de excelente qualidade. Vale a pena pelo preço.",Sem comentários,50,30.9,543,109,1,0.0118235561618917,0.7407407407407406,0.00044067423157430867,0.0,0.03413935404658777,0.0005672149744753262
Kit 10 Cuecas Boxer Lupo Original Box Masculino Microfibra,4.9,79.0,21.0,Lupo,Poliamida,Masculino,Não Definido,"Excelente produto, preço elevado em relação as de algodão que havia comprado antes porém qualidade superior… atenção ao tamanho , em algodão uso tamanho g , porém neste matéria ficou um pouco grande acredito que se tivesse pedido m ficaria ideal.","Produto ótimo, qualidade muito boa, recomendo.",Excelente.,500,306.89,463,116,1,0.0422919508867667,0.9629629629629631,0.008703316073592596,0.3181818181818182,0.5047747348316907,0.02098695405558707
Kit 3 Calcinha Ou Cueca De Desfralde Menino Menina P M G,4.3,95.0,0.0,Importada,Indeterminado,Bebês,Não Definido,"Eu super recomendo! ficaram bonitas e confortaveis no meu bebê. Elas seguram um pouco o xixi para evitar acidente e como o atoalhado da parte interna não tem toque seco, o bebê sente a urina e ta aprendendo a usar o penico dessa forma. Fazia tempo que ru buscava por uma cueca/calcinha assim atoalhada para ser a transição entre fralda e desfralde. Muito bom!.","As calcinhas não seguram o xixi, somente se for um pequeno escape, mas já comprei ciente disso, já que a calcinha é de desfralde né? e não fralda ecológica! minha filha tem 15kg e comprei o tamanho g que ficou enorme nela, contudo nas perninhas ficou bem justo. O ideal seria o fabricante ajustar o tamanho da calcinha para o tamanho das perninhas das crianças, certamente não serviria em crianças com as pernas gordinhas. No mais a qualidade do tecido é muito bom e as calcinhas me ajudarem no processo de desfralde que deu super certo!.","Comprei a p pois minha filha pesa 10 kg e é alta e magra. Para bebês gordinhos é necessário comprar maior. O tecido é de algodão, na perna ela é um pouco apertada, poderia ser levemente mais solta. O desenho bordado é de uma qualidade média mas o tecido da calcinha em si é de um algodão de qualidade. Ela é apenas para segurar escapes pequenos e não totalmente absorvente, não segura um xixi como uma fralda, mas cumpre o que promete sendo melhor que uma calcinha comum. Acho um pouco caro por se tratar apenas de algodão, mas precisava com urgência.",1000,78.9,366,178,1,0.001819008640291,0.7407407407407406,0.010466012999889831,0.0,0.11599195116128375,0.3828701077708451
Calça Masculina Térmica Roupa De Frio Segunda Pele Legging.,4.5,204.0,29.0,Importchin,Poliéster,Masculino,Outono/Inverno,"Primeira vez q usei o produto já desfiou embaixo,e outra pedi tamanho 42 eles mandaram peça tamanho único,se manda tamanho único pq tem a opção de escolher q medida da gente não entendi.","Muiito top a calça , pode comprar , tenho 1,78 e meu peso 78kg , peguei a m , ficou certinho.","Atendeu as expectativas, porém para frio mais intenso abaixo de -10 graus não recomendo, mas para uma viagem de turismo em cidade fria é excelente.",1000,56.09,368,122,3,0.0013642564802182,0.8148148148148148,0.02247438581028974,0.4393939393939394,0.07709491490740426,0.12592172433352242
Short Jeans Feminino Cintura Alta Com Lycra Barra Desfiada,4.4,237.0,6.0,Stillger,Algodão,Feminino,Primavera/Verão,"O short é bom, so que seu tamanho é diferente só que promete.",Perfeito!.,Veste surpe bem.,1000,44.29,736,25,7,0.0327421555252387,0.777777777777778,0.02610994822077779,0.09090909090909091,0.056972818116708165,0.1820760068065797
Lacre De Autenticidade Segurança Inviolável Tag Roupas 1.000,4.9,70.0,36.0,Lacres De Autenticidade Tag De Roupas Segurança Kit 1.000Un,Indeterminado,Sem Gênero,Não Definido,"Ótimo.
Super recomendo.",Bom.,"Produto ótimo,delicado ,e vem certinho. Comprarei mais.",1000,46.01,423,178,1,0.0022737608003638,0.9629629629629631,0.007711799052550402,0.5454545454545454,0.0599058695133181,0.3828701077708451
Bermuda Masculina adidas Club Graphic,4.6,0.0,0.0,Adidas,Reciclado,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,169.99,13,130,3,0.0109140518417462,0.8518518518518517,0.0,0.0,0.2713243068108182,0.0022688598979013048
Kit 3 Cuecas Lupo Slip Masculina Algodão Promoção Original,4.6,257.0,24.0,Lupo,Algodão,Masculino,Outono/Inverno,"Extremamente excelente, valeu a pena, comprei 3 na primeira vez e vi que era de um material confortavel e bom, nao resistir e comprei mais 12, nao encolheu nao desbotou quando lavei e ja tem 3 meses de uso, vale a pena comprem sem medo.","Cueca lupo é sempre muito boa. Confortável e durável. Apenas tome cuidado com o tamanho. Quem não gosta de roupas bem justas, é bom comprar tamanho maior.","Perfeitas como sempre, meu marido só usas essas, adora são excelentes em qualidade e conforto.",1000,78.89,463,25,3,0.0422919508867667,0.8518518518518517,0.02831331937864933,0.36363636363636365,0.11597489853688484,0.1820760068065797
Collant Meia Manga Ballet Infantil / Body Balé Rosa,4.9,69.0,12.0,Ludilí,Indeterminado,Feminino,Não Definido,"Produto muito bom, ficou perfeito e resistente.",Material e acabamento do produto muito bom. Recomendo.,Qualidade do tecido muito boa. Utilizei as medidas da descrição e ficou certinho na minha filha.,500,39.19,459,178,1,0.0013642564802182,0.9629629629629631,0.007601630494656825,0.18181818181818182,0.04827597967327171,0.3828701077708451
Correntinhas Para Tag De Roupas Confecção 100 Unidades,4.9,79.0,0.0,Russo Art,Indeterminado,Sem Gênero,Não Definido,Acho um charminho essa correntinha ❤️.,Uso para pingentes cartões e chaveirinhos. Acho ótimo!!.,Ok.,1000,41.99,681,178,1,0.0004547521600727,0.9629629629629631,0.008703316073592596,0.0,0.05305071450496232,0.3828701077708451
Short Bermuda Pilates Tecnodots Preto Cinza,4.6,0.0,0.0,Overfame,Poliéster,Sem Gênero,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,99.9,587,122,7,0.0022737608003638,0.8518518518518517,0.0,0.0,0.15180246239896322,0.12592172433352242
Calça Preta Wide Leg Feminina Pantalona Cintura Alta Lycra,4.6,0.0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,62.99,736,25,3,0.0327421555252387,0.8518518518518517,0.0,0.0,0.0888612257426418,0.1820760068065797
Conjunto Infantil Rei Leao Bebe Roupa Menino Festa,4.8,23.0,0.0,Não Definido,Indeterminado,Bebês,Não Definido,"Só achei o tecido da ""blusa""não tão bom quanto ao valor que foi pago. Mas o shorts e muito bom.",Muito bom lindo.,Muito bom!tecido ótimo!.,100,89.99,575,178,1,0.0104592996816734,0.9259259259259259,0.002533876831552275,0.0,0.13490331161965827,0.3828701077708451
Shorts Masculino Design 4 Move adidas,4.7,19.0,30.0,Adidas,Poliéster,Masculino,Primavera/Verão,O short é menor que outros p que já comprei e não possui forro interno.,Bom.,Bem melhor do que eu imaginei. E é original de verdade 🙀.,100,199.99,13,122,7,0.0109140518417462,0.888888888888889,0.0020932025999779664,0.4545454545454546,0.32248218000750317,0.12592172433352242
Par De Compressor De Coxa Unissex Adulto Top Rio Protetor,4.5,12.0,0.0,Top Rio,Indeterminado,Sem Gênero,Não Definido,Muito bom. Recomendo a compra.,Fica caindo.,"Bom , so fica enrolando quando anda ,mas dá pra usar.",100,21.99,775,178,1,0.0004547521600727,0.8148148148148148,0.001322022694722926,0.0,0.018945465707172333,0.3828701077708451
Kit 2 Cuecas Boxer Lupo Microfibra Box Sem Costura Original,4.8,742.0,19.0,Lupo,Poliamida,Masculino,Primavera/Verão,"Eu cometi um erro por ignorância. Uso há muito tempo as cuecas boxer da lupo. Na verdade sempre usei a de algodão. Não prestei atenção na hora da compra e comprei de ""microfibra"". Não gostei da textura. Vou comprar a de algodão e tem uma outra que me parece ""modal"". Como dica aos próximos compradores, atentem para esse detalhe.","Ficou um pouco grande , mas marca lupo não tem o falar o nome já diz é um produto lupo não existe comparação. Já cansei de comprar e outras marcas e sempre na perna ficava muito apertado. As vezes nem cinto que estou de cueca de tão a vontade que a gente fica.","Produto perfeito, porém uso 42 / 44, peguei m e ficou um pouco apertado.",10000,61.99,463,116,7,0.0422919508867667,0.9259259259259259,0.08174506995703426,0.2878787878787879,0.0871559633027523,0.02098695405558707
Roupa De Inverno Jogger Masculina Swag Skinny Calça Moletom,4.1,72.0,0.0,Dmuniz,Algodão,Sem Gênero,Outono/Inverno,"Não parece ser o da foto o tecido é bem fraco , apensar de que pelo preço não pode ser cobrar mt.","Tenho 177cm e 96kg, ficou ótima, comprida o suficiente para não descobrir a canela ao subir a calça para agachar. Flexível, confortável. Ainda não lavei para saber se encolhe, mas até o momento estou satisfeito.",Naod desbotou muito bom.,500,79.9,240,25,3,0.0004547521600727,0.6666666666666666,0.007932136168337557,0.0,0.11769721360117325,0.1820760068065797
Bermuda Termica Masculina Mormaii Preto 1263 Ciclista,4.6,0.0,0.0,Mormaii,Poliamida,Masculino,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,59.9,538,116,1,0.0009095043201455,0.8518518518518517,0.0,0.0,0.08359196480338324,0.02098695405558707
Pagãozinho Recén Nascido Roupa Para Bebê Kit 4 Conjuntos,4.6,0.0,0.0,Loukids,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,2,78.32,455,178,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.11500289894614782,0.3828701077708451
Roupa Naruto Akatsuki Cosplay Itachi Postagem 24h Promoção,4.7,139.0,21.0,Genérica,Poliéster,Sem Gênero,Outono/Inverno,"O tamanho é ótimo, porém, o pano não é de boa qualidade com 2 dias de uso deu problema no zíper e o tecido está abrindo, soltando as linhas e formando im branquinho.","O produto é lindo, e fiel ao anime, porém, a manga é longa demais, eu entendo que no anime também é, mas a manga é exageradamente ruim, até pra eu tirar foto foi difícil, e o tecido é fino, então não recomendo que use para brincar, apenas nuna festa fantasia, tirar fotos, nada que exija muito da roupa.","O zíper poderia ser de melhor qualidade. Necessito trocar o zíper, mas não vou devolver. O restante é bom.",1000,75.03,327,122,3,0.0095497953615279,0.888888888888889,0.015313429547207226,0.3181818181818182,0.10939258551891137,0.12592172433352242
Macacao Roupa Apicultor Tirar Abelha Algodao Luva Anti Suor,4.6,0.0,0.0,Própria,Indeterminado,Sem Gênero,Não Definido,Sem comentários,Sem comentários,Sem comentários,100,208.88,633,178,1,0.0100045475216007,0.8518518518518517,0.0,0.0,0.3376419630981208,0.3828701077708451
3 Conjuntos Fitness Feminino Top + Short Roupas Academia A11,4.4,286.0,19.0,Akorio,Poliéster,Feminino,Primavera/Verão,"Gostei muito dos conjuntos, tenho 1. 60 de altura/ 59k e comprei o tamanho m e serviu bem.
Levei na maquina e estao perfeito, também comprei os com bojo e tem a mesma qualidade, mas os bojo são bem pequenos.","Confortável, gostei muito, farei novas compras. Tenho 1,64cm de altura, 68kg, comprei tamanho g e ficou ótimo, veio 1 conj preto e 2 estampados, usei o preto. O tecido é ideal pelo valor do conjunto, não é grosso o tecido, mas também não é aquele tecido fininho. Eu gostei. Renata.","Sugiro que comprem um numero acima, fiz isso e ficou bem confortavel, acredito que comprando o numero que usam ele ficará transparente. Eu uso 42 e comprei 44.",1000,129.21,21,122,7,0.0045475216007276,0.777777777777778,0.03150820755756307,0.2878787878787879,0.20178370451212443,0.12592172433352242
Calça Jeans Feminina Plus Size Cintura Alta Média C Lycra,4.8,189.0,0.0,Variados Moda Feminina,Jeans Denin,Meninas,Primavera/Verão,Ficou um pouco grande porque pedi um número a mais com medo mas olha eu estou completamente apaixonada a calça é linda o material é perfeito como sou gordinha tenho vergonha de ir em loja confesso que comprei com medo de não servir porém ficou perfeita já quero todas as cores kkkk.,A calça é linda cai super bem no corpo super confortavel. Com certeza comprarei sempre tenho 128 de quadril e pedi 52.,"Comprei tam. 50 que é o mesmo tamanho das minhas calças atualmente. A calça é um pouco transparente como a maioria das calças brancas que vendem nas lojas por aí, mas nada que uma lingerie cor de pele não resolva. Ela tem bastante elasticidade. O tecido não é grosso.
Gostei bastante do formato dela, não é aquelas calças plus size reta, quadradona.",1000,119.11,797,80,7,0.0027285129604365,0.9259259259259259,0.020821857441886086,0.0,0.1845605538692405,0.0005672149744753262
Kit 9 Cuecas Lupo Slip Masculino Algodão Atacado Original,4.4,165.0,26.0,Lupo,Algodão,Masculino,Outono/Inverno,São perfeitas super confortável melhor do que eu imaginava não ficou apertado e nem grande recomendo sempre e o melhor de todos é o conforto sem igual 👏👏👏👏👏.,"Já tinha comprado e como meu marido aprovou, comprei novamente. Elas são confortáveis, tecido agradável ao toque.","Boa tarde, muito boa as cuecas e não encolheu não, pena que não escolhi cores variadas tem 6 pretas ,mais estão ótimas, obrigada, até a próxima compra.",1000,229.89,463,25,3,0.0422919508867667,0.777777777777778,0.018177812052440234,0.3939393939393939,0.37346952696019914,0.1820760068065797
Pochete Neoprene Corrida / Ciclismo Progne,4.8,56.0,0.0,Progne,Indeterminado,Sem Gênero,Não Definido,"Uso para levar meu celular, chave, dinheiro, documento e máscara (agora na pandemia). Uso virada para trás e é quase imperceptível (da para usar na parte da frente também, mas eu não gosto). Além disso, não incomoda nadinha durante a corrida. O material é excelente, muito bem acabada e bem feita. Pelo preço está dada. Podem comprar sem medo.","Muito bom, discreto. Com a camisa por cima não tem como perceber. Excelente pra carregar seu celular, chave do carro e um doc pequeno nas caminhadas ou corridas.","Não se trata apenas de uma pochete, estamos falando de uma metáfora contemporânea sobre liberdade. Não essa liberdade de expressão contundida com passe livre para cometer crimes e sim como uma ode à saúde e o bem estar. Aquela sensação única de superar limites e deixar o corpo em ponto de bala. Bora ahazar no nosso verão tropical.",500,45.78,629,178,1,0.0004547521600727,0.9259259259259259,0.0061694392420403215,0.0,0.05951365915214352,0.3828701077708451
Short Jeans Feminino Com Cinto Fivela Country Cintura Alta,4.2,5.0,10.0,Maria Do Carmo Denim,Jeans,Feminino,Primavera/Verão,"Amei, serviu direitinho.","Maravilhoso , já conheço a marca mariadocarmodenim. Então a satisfação é garantida.",Amei.,50,80.36,488,75,7,0.003638017280582,0.7037037037037038,0.0005508427894678859,0.15151515151515152,0.1184816343235224,0.030062393647192286
Kit C/23 Peças Body + Mijão Roupas Bebê Maternidade Enxoval,4.5,150.0,8.0,Batutinhas Baby,Indeterminado,Bebês,Primavera/Verão,Sem comentários,"Achei muito finas, transparente demais, mas pelo preço nao ppderia ser diferente. Não compensa comprar.
Vou ve quando for lavar como vai ficar.",Veio tudo perfeito obrigada.,500,99.99,108,178,7,0.0063665302410186,0.8148148148148148,0.016525283684036576,0.12121212121212122,0.15195593601855326,0.3828701077708451
Calça Feminina Forrada Casual Trabalho Uniforme,5.0,2.0,0.0,Parolli,Poliéster,Feminino,Outono/Inverno,Veste muito bem e é confortável para o trabalho.,Sem comentários,Sem comentários,50,39.99,596,122,3,0.0031832651205093,0.9999999999999999,0.00022033711578715433,0.0,0.04964018962518332,0.12592172433352242
Pijama Cirúrgico Oxford Unissex Básico Bordamos Gratis,4.0,55.0,0.0,Rose Carcelin - Vestimenta Médica,Oxford,Sem Gênero,Não Definido,"Tecido um pouco engomado ainda irej lavar para verificar se fica mais macio e menos áspero, bordado com tons e letras bonitas, só achei pouco grande a calça parece tam m, o cavalo e de calça bem alta e o elástico encomodou um pouco, cor bonita não ficou transparente no corpo. Diria q é igual privativo de hospital bem larguinho confortável para se movimentar. Eu compraria novamente e realizarei alguns ajustes para meu tamanho de pernas e quadril.",As medidas são fiéis e o produto é de ótima qualidade. Irei adquirir novos conjuntos em breve.,Adorei!!.,500,78.97,654,111,1,0.0013642564802182,0.6296296296296297,0.006059270684146744,0.0,0.11611131953207598,0.003970504821327283
Short Casal Estampado Moda Praia Verao 2 Bermuda Mozao Igual,4.2,5.0,0.0,Relaxado,Poliéster,Sem Gênero,Primavera/Verão,"Short masculino, pequeno, tenho outros,na mesma, medida, que fica perfeito.",Muito bom.,O short feminino fica grande mesmo em numero menores.,25,69.99,650,122,7,0.0118235561618917,0.7037037037037038,0.0005508427894678859,0.0,0.10079806282186829,0.12592172433352242
Epi Para Abelhas Africanas-100% Anti-ferroadas-100%ventilado,4.7,106.0,10.0,Apiários Itamel,Malha Livre,Sem Gênero,Não Definido,Eu comprei a g mais era pra eu ter comprado a m mais o produto é de ótima qualidade eu adorei o produto nota 10.,Na minha opinião apenas a tela deveria ser de cor branca.,Muito bom.,500,557.3,48,92,1,0.0022737608003638,0.888888888888889,0.01167786713671918,0.15151515151515152,0.93178950240442,0.0005672149744753262
Roupa Chiquititas 4 Ao 12 Com Meias E Xuxinha,4.4,30.0,0.0,Cmkids (Genérico),Indeterminado,Meninas,Não Definido,"Na verdade na foto parecia um tecido melhor paguei 140reais, caro pelo produto que na vdd deveria ser de 20 reais tecido muito ruim costura ruim.",Material muito quente. As cores são bem vivas. Comprei tamanho 10 anos para poder colocar um zíper e ficar mais confortável e fácil de vestir.,"Muito bom !! tamanho tbm perfeito.
Só as meias a qualidade não e tudo aquilo mas de resto perfeito.
Vale muito apena.",100,159.9,190,178,1,0.0009095043201455,0.777777777777778,0.003305056736807315,0.0,0.25411820879233316,0.3828701077708451
Calça Bandagem Flare Bailarina Grosso Feminino Cintura Alta,4.0,48.0,0.0,Propria,Bandagem,Feminino,Outono/Inverno,Primeira vez que usei já ficou beeem maia largo. Não gostei.,"Gostei muito da calça, a única coisa é que é um pouco transparente atrás.","Gostei bem das calças, vestem bem e o tamanho veio super condizente, zero transparência, só achei o tecido muito sintético, não absorve o suor do corpo como outros tecidos.",500,53.97,630,40,3,0.0050022737608003,0.6296296296296297,0.005288090778891704,0.0,0.07347975853483851,0.003403289846851957
Kit 2 Short Bermuda Moda Praia Masculino Tactel Liso Esporte,5.0,4.0,0.0,Relaxado,Poliéster,Masculino,Primavera/Verão,Excelente.,Produto muito bom.,Sem comentários,5,109.9,650,122,7,0.0118235561618917,0.9999999999999999,0.00044067423157430867,0.0,0.1688550867978582,0.12592172433352242
Bory Infantil Manga Bufante De Tule Roupa Menina Estilosa,4.6,0.0,0.0,Atelie Mundo Daju,Indeterminado,Bebês,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,26.9,66,178,3,0.0027285129604365,0.8518518518518517,0.0,0.0,0.027318304287029773,0.3828701077708451
Pijama Cirúrgico Oxford Masculino Premium Bordado Gratis,4.5,86.0,0.0,Rose Carcelin - Vestimenta Médica,Oxford,Masculino,Não Definido,Bolsos pequenos material vagabundo. E costuras malfeita.,"Excelente. ! tamanho, corte, costura, tecido, tudo de muita qualidade. Comprarei novamente.","Adorei, só o tecido é um pouco quente, mas com ar condicionado compensa, o tecido é 100%poliamida então ele não estica muito, mas me vestiu bem, dica para aqueles que querem comprar, eu visto 38, tenho 1,63 de altura e o p ficou perfeito, peguem a fita métrica para medir as coxas.",500,78.97,654,111,1,0.0013642564802182,0.8148148148148148,0.009474495978847636,0.0,0.11611131953207598,0.003970504821327283
Bermuda Masculina Praia Em Moletinho Tecido Macio Respiravel,4.8,4.0,0.0,Canario,Moletinho,Masculino,Primavera/Verão,Comprei para meu filho usar como uniforme escolar e atendeu as necessidades. Bom custo benefício!.,Ótima qualidade do produto.,Sem comentários,25,29.99,170,106,7,0.0100045475216007,0.9259259259259259,0.00044067423157430867,0.0,0.03258756522628832,0.008508224617129892
Calça Jogger Suede Cintura Alta Feminina Moda Blogueira,5.0,5.0,36.0,Gip,Poliéster,Feminino,Outono/Inverno,"Minha esposa amou, ficou muito bem.",Sem comentários,Sem comentários,5,77.85,331,122,3,0.0009095043201455,0.9999999999999999,0.0005508427894678859,0.5454545454545454,0.11420142559939975,0.12592172433352242
Kit 3 Camisa Academia Masculina Dry Fit Treino Slim Fit,4.3,913.0,18.0,Parvori,Poliéster,Masculino,Não Definido,"Muito bom, pano bom, caimento bom e principalmente a gola é muito bem feita.
Tenho 1,76 77kgs peguei a m, ficou do tamanho exato, na próxima vou pegar g.",Produto excelente comprei tamanho g ficou perfeito.,"As camisetas são perfeitas,panos ótimos,bem fresquinhos, meu pai e meu esposo amaram.",5000,97.54,597,122,1,0.0004547521600727,0.7407407407407406,0.10058389335683596,0.2727272727272727,0.147778043040824,0.12592172433352242
Saco De Dormir Swaddle Em Algodão Egípcio Foguetinho,5.0,1.0,0.0,Casulo De Anjo,Indeterminado,Bebês,Não Definido,Cumpre o que promete!.,Sem comentários,Sem comentários,25,237.88,175,178,1,0.0013642564802182,0.9999999999999999,0.00011016855789357717,0.0,0.38709457385491625,0.3828701077708451
Short Masculino adidas Own The Run Split,4.6,0.0,20.0,Adidas,Poliéster,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,199.99,13,122,3,0.0109140518417462,0.8518518518518517,0.0,0.30303030303030304,0.32248218000750317,0.12592172433352242
Kit Lote 12 Peças Menina Conjunto Infantil Top Feminino,4.5,970.0,0.0,Balloon Kids,Indeterminado,Meninas,Não Definido,"Simplesmente amei, já lavei não desbota não encolhe. Vi nos comentários muita gente falando que é pequeno a minha filha tem 3 anos pesa 13k um 98 cm, o tamanho 3 ficou bom nela.","Muito bom comprei para minha filha , fiquei muito feliz com as roupas.",Obrigado 😊 gostei muito dos conjuntos para minha filha 🤩.,5000,146.4,97,178,1,0.0027285129604365,0.8148148148148148,0.10686350115676985,0.0,0.23109716585382492,0.3828701077708451
Kit 2 Calça Avulsa Longa Pijama Roupa De Dormir Conforto,4.6,0.0,12.0,Fio Belo Lingerie,Suede,Feminino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,79.9,299,147,3,0.0004547521600727,0.8518518518518517,0.0,0.18181818181818182,0.11769721360117325,0.0011344299489506524
Promoção Kit C/6 Shorts Para Usar Por Baixo  Saia Ou Vestido,4.0,4.0,0.0,Short Feminino,Viscolycra,Feminino,Primavera/Verão,O produto é bom recomendado podem comprar são lindos.,Sem comentários,Sem comentários,50,89.9,708,173,7,0.0004547521600727,0.6296296296296297,0.00044067423157430867,0.0,0.13474983800006823,0.006806579693703914
Cinto Elástico Corrida Porta Celular Objetos,4.0,41.0,0.0,Peça Única,Indeterminado,Sem Gênero,Não Definido,"Celular fica caindo, n eh seguro.",Não cabe no tamanho que diz.,"Sensacional, produto de extrema qualidade e funcionalidade!.",500,45.9,601,178,1,0.0009095043201455,0.6296296296296297,0.004516910873636664,0.0,0.059718290644930255,0.3828701077708451
Kit Combo 5 Cueca Calcinha Treinamento Desfralde,4.2,72.0,0.0,Importada,Indeterminado,Bebês,Não Definido,"Produto de boa qualidade, ajuda no desfralde.",O espaço para pernas é apertado.,"Ñ cumpre com o que diz ñ segura o xixi mas veio no tamanho certo o material e ótimo ñ desbotar.
Se forem compra pra uso normal como qualquer outra cuecas ela presta mas ñ segura o xixi e isso horrível porq só comprei por esse motivo.",100,139.9,366,178,1,0.001819008640291,0.7037037037037038,0.007932136168337557,0.0,0.22001295999454318,0.3828701077708451
Kit 3 Calça Jeans Masculina Tradicional  Original - Sortidas,4.6,1240.0,8.0,Almix,Jeans,Masculino,Primavera/Verão,"Atendeu minhas expectativas. O tecido é um pouco fino, porém está dentro do esperado e tem qualidade com elastano. É bem confortável, eu tenho porte grande, e o produto me serviu com conforto. Comprei principalmente por ser um produto brasileiro! devemos nos valorizar sempre! só assim teremos como estimular a indústria nacional por termos produtos de qualidade e bom preço. Obrigado.","Muito boas! material excelente e confortável. Pra quem não gosta de calça apertada, prefere o modelo de calça tradicional, como meu esposo, essa calça é perfeita! comprei o tamanho certo e ficou ótima.
Voltarei a comprar com certeza!.","Produto de muito boa qualidade,comparando com o preço da promoção valeu muito a pena, tenho 1. 80mt peso 80 kl comprei todas com o número 44 pra mim que gosto da calça mais folgada ficou perfeito, já para quem gosta da calça mais justa o número 42 com certeza também fica ótimo pois as calças também tem elastano, com certeza compraria novamente,e super recomendo,com certeza vale a pena.",5000,189.88,26,75,7,0.0054570259208731,0.8518518518518517,0.1366090117880357,0.12121212121212122,0.3052419767402203,0.030062393647192286
Kit 3 Calça Jeans Feminina Levanta Bumbum Atacado,3.9,41.0,10.0,Stillger,Jeans,Feminino,Outono/Inverno,"Maravilhosas, ficou muita lindas todas.","As calças em sim são bonitas, material bom pelo preço, apenas uma delas que veio toda suja.
Se não fosse isso seriam perfeitas.",Pelo preço vale a pena. Quem for comprar compre um número maior.,100,175.59,736,75,3,0.0327421555252387,0.5925925925925927,0.004516910873636664,0.15151515151515152,0.28087377647419937,0.030062393647192286
Bermuda Masculina Fila Player Fbox Li,4.6,0.0,23.0,Fila,Elastano,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,0,169.99,298,62,3,0.0022737608003638,0.8518518518518517,0.0,0.3484848484848485,0.2713243068108182,0.005672149744753261
Bojo Triangulo Para Confecção Sutia Roupa Biquini 10 Pares,4.5,20.0,0.0,Bojo,Indeterminado,Feminino,Não Definido,Muito bom! atendeu as minhas expectativas e necessidades. Comprei para colocar nos meus tops de treino. Material bom!.,Veio um lado do par faltando.,Material muito bom.,100,28.9,140,178,1,0.0009095043201455,0.8148148148148148,0.0022033711578715435,0.0,0.03072882916680877,0.3828701077708451
Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.5,140.0,0.0,Genérica,Náilon,Sem Gênero,Não Definido,"Muito útil, e bom custo benefício.",Ótimo só não gostei do tênis.,Produto muito bom.,1000,29.99,327,110,1,0.0095497953615279,0.8148148148148148,0.015423598105100803,0.0,0.03258756522628832,0.003403289846851957
Shorts Femininos Roupa De Verão Para Meninas Kit 5 Unidades,4.5,16.0,0.0,Alikids,Poliéster,Sem Gênero,Primavera/Verão,Muito boa qualidade só que ficou pequeno para o que eu queria me refiro a largura o tamanho ficou otimo.,Ótimo.,Ótimo adorei veio perfeito.,50,92.69,25,122,7,0.001819008640291,0.8148148148148148,0.0017626969262972347,0.0,0.13950752020735993,0.12592172433352242
Short Jeans Feminino Sem Lycra Cintura Alta Barra Dobrada,4.3,297.0,7.0,Stillger Jeans,Algodão,Feminino,Primavera/Verão,Sem comentários,Pra quem usa 36 e bom pega 34 veio muito grande.,Amei.,1000,45.41,738,25,7,0.0154615734424738,0.7407407407407406,0.03272006169439242,0.10606060606060606,0.0588827120493844,0.1820760068065797
